发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141110185400,开,关,开,48°C,50%,0,0分钟,50°C
20141110185618,开,关,开,48°C,50%,0,0分钟,50°C
20141110185620,开,开,关,48°C,50%,60,2分钟,50°C
20141110185622,开,开,关,48°C,50%,61,2分钟,50°C
20141110185624,开,开,关,48°C,50%,60,2分钟,50°C
20141110185626,开,开,关,48°C,50%,57,2分钟,50°C
20141110185628,开,开,关,48°C,50%,62,2分钟,50°C
20141110185632,开,开,关,48°C,50%,55,2分钟,50°C
20141110185634,开,开,关,48°C,50%,58,2分钟,50°C
20141110185640,开,开,关,48°C,50%,62,2分钟,50°C
20141110185642,开,开,关,48°C,50%,61,2分钟,50°C
20141110185644,开,开,关,48°C,50%,62,2分钟,50°C
20141110185646,开,关,开,48°C,100%,0,0分钟,50°C
20141110185801,开,关,开,48°C,50%,0,0分钟,50°C
20141110185803,开,开,关,48°C,50%,28,1分钟,50°C
20141110185807,开,开,关,48°C,50%,50,1分钟,50°C
20141110185809,开,开,关,48°C,50%,51,1分钟,50°C
20141110185811,开,开,关,48°C,50%,50,0分钟,50°C
20141110185821,开,开,关,48°C,50%,51,0分钟,50°C
20141110185823,开,开,关,48°C,50%,43,0分钟,50°C
20141110185833,开,关,开,48°C,50%,0,0分钟,50°C
20141110185835,开,关,开,48°C,50%,8,0分钟,50°C
20141110185847,开,关,开,48°C,50%,0,0分钟,50°C
20141110185911,开,关,开,47°C,50%,0,0分钟,50°C
20141110185913,开,开,关,47°C,50%,56,4分钟,50°C
20141110185915,开,开,关,47°C,50%,53,4分钟,50°C
20141110185921,开,开,关,47°C,50%,55,4分钟,50°C
20141110185923,开,开,关,47°C,50%,56,4分钟,50°C
20141110185927,开,开,关,47°C,50%,63,4分钟,50°C
20141110185933,开,开,关,47°C,50%,63,3分钟,50°C
20141110185944,开,开,关,47°C,50%,35,3分钟,50°C
20141110185946,开,开,关,47°C,50%,33,3分钟,50°C
20141110185948,开,开,关,47°C,50%,35,3分钟,50°C
20141110185950,开,关,开,47°C,100%,11,0分钟,50°C
20141110190315,开,关,开,47°C,50%,0,0分钟,50°C
20141110190316,开,关,开,47°C,50%,8,0分钟,50°C
20141110190752,开,关,开,47°C,50%,0,0分钟,50°C
20141110190758,开,关,开,46°C,50%,0,0分钟,50°C
20141110190817,开,关,开,47°C,50%,0,0分钟,50°C
20141110190823,开,关,开,46°C,50%,0,0分钟,50°C
20141110190829,开,关,开,47°C,50%,0,0分钟,50°C
20141110190835,开,关,开,46°C,50%,0,0分钟,50°C
20141110190847,开,关,开,47°C,50%,0,0分钟,50°C
20141110190859,开,关,开,46°C,50%,0,0分钟,50°C
20141110190905,开,关,开,47°C,50%,0,0分钟,50°C
20141110190911,开,关,开,46°C,50%,0,0分钟,50°C
20141110190917,开,关,开,47°C,50%,0,0分钟,50°C
20141110191231,开,关,开,46°C,50%,0,0分钟,50°C
20141110191233,开,开,关,46°C,50%,33,5分钟,50°C
20141110191239,开,开,关,46°C,50%,60,5分钟,50°C
20141110191240,开,开,关,46°C,50%,53,5分钟,50°C
20141110191245,开,开,关,46°C,50%,55,5分钟,50°C
20141110191249,开,开,关,46°C,50%,62,5分钟,50°C
20141110191251,开,关,开,46°C,100%,10,0分钟,50°C
20141110192405,开,关,开,46°C,50%,0,0分钟,50°C
20141110192412,开,开,关,45°C,50%,0,7分钟,50°C
20141110192518,开,开,关,45°C,50%,0,6分钟,50°C
20141110192524,开,开,关,45°C,50%,0,7分钟,50°C
20141110192530,开,开,关,45°C,50%,0,6分钟,50°C
20141110192536,开,开,关,46°C,50%,0,5分钟,50°C
20141110192542,开,开,关,45°C,50%,0,7分钟,50°C
20141110192645,开,开,关,45°C,50%,0,6分钟,50°C
20141110192743,开,开,关,45°C,50%,0,5分钟,50°C
20141110192808,开,开,关,45°C,50%,0,4分钟,50°C
20141110192850,开,开,关,46°C,50%,0,5分钟,50°C
20141110192926,开,开,关,46°C,50%,0,4分钟,50°C
20141110192943,开,开,关,47°C,50%,0,4分钟,50°C
20141110193033,开,开,关,47°C,50%,0,3分钟,50°C
20141110193122,开,开,关,48°C,50%,0,2分钟,50°C
20141110193148,开,开,关,49°C,50%,0,1分钟,50°C
20141110193216,开,开,关,49°C,50%,0,0分钟,50°C
20141110193218,开,关,开,50°C,100%,0,0分钟,50°C
20141110193512,开,关,开,50°C,50%,0,0分钟,50°C
20141110194346,开,关,开,51°C,50%,0,0分钟,50°C
20141110194353,开,关,开,50°C,50%,0,0分钟,50°C
20141110194423,开,关,开,51°C,50%,0,0分钟,50°C
20141110194435,开,关,开,50°C,50%,0,0分钟,50°C
20141110194459,开,关,开,51°C,50%,0,0分钟,50°C
20141110194542,开,关,开,50°C,50%,0,0分钟,50°C
20141110194618,开,关,开,51°C,50%,0,0分钟,50°C
20141110194624,开,关,开,50°C,50%,0,0分钟,50°C
20141110194630,开,关,开,51°C,50%,0,0分钟,50°C
20141110194642,开,关,开,50°C,50%,0,0分钟,50°C
20141110194648,开,关,开,51°C,50%,0,0分钟,50°C
20141110194731,开,关,开,50°C,50%,0,0分钟,50°C
20141110194743,开,关,开,51°C,50%,0,0分钟,50°C
20141110194755,开,关,开,50°C,50%,0,0分钟,50°C
20141110194807,开,关,开,51°C,50%,0,0分钟,50°C
20141110194813,开,关,开,50°C,50%,0,0分钟,50°C
20141110194819,开,关,开,51°C,50%,0,0分钟,50°C
20141110194932,开,关,开,50°C,50%,0,0分钟,50°C
20141110194938,开,关,开,51°C,50%,0,0分钟,50°C
20141110195605,开,关,开,50°C,50%,0,0分钟,50°C
20141110195611,开,关,开,51°C,50%,0,0分钟,50°C
20141110213023,开,关,开,50°C,50%,0,0分钟,50°C
20141110213029,开,关,开,50°C,50%,0,0分钟,50°C
20141110213041,开,关,开,49°C,50%,0,0分钟,50°C
20141110213047,开,关,开,50°C,50%,0,0分钟,50°C
20141110213053,开,关,开,49°C,50%,0,0分钟,50°C
20141110213111,开,关,开,50°C,50%,0,0分钟,50°C
20141110213123,开,关,开,49°C,50%,0,0分钟,50°C
20141110213141,开,关,开,50°C,50%,0,0分钟,50°C
20141110213147,开,关,开,49°C,50%,0,0分钟,50°C
20141110213153,开,关,开,50°C,50%,0,0分钟,50°C
20141110213200,开,关,开,49°C,50%,0,0分钟,50°C
20141110213206,开,关,开,50°C,50%,0,0分钟,50°C
20141110213212,开,关,开,49°C,50%,0,0分钟,50°C
20141110213218,开,关,开,50°C,50%,0,0分钟,50°C
20141110213306,开,关,开,49°C,50%,0,0分钟,50°C
20141110213312,开,关,开,50°C,50%,0,0分钟,50°C
20141110213324,开,关,开,49°C,50%,0,0分钟,50°C
20141110213330,开,关,开,50°C,50%,0,0分钟,50°C
20141110213449,开,关,开,49°C,50%,0,0分钟,50°C
20141110213455,开,关,开,50°C,50%,0,0分钟,50°C
20141110213501,开,关,开,49°C,50%,0,0分钟,50°C
20141110213513,开,关,开,50°C,50%,0,0分钟,50°C
20141110213827,开,关,开,49°C,50%,0,0分钟,50°C
20141110213829,开,开,关,49°C,50%,25,1分钟,50°C
20141110213831,开,关,开,50°C,100%,12,0分钟,50°C
20141110213930,开,关,开,50°C,50%,0,0分钟,50°C
20141110214127,开,关,开,49°C,50%,0,0分钟,50°C
20141110214129,开,开,关,49°C,50%,30,1分钟,50°C
20141110214133,开,开,关,49°C,50%,47,1分钟,50°C
20141110214141,开,开,关,49°C,50%,48,1分钟,50°C
20141110214145,开,开,关,49°C,50%,50,1分钟,50°C
20141110214147,开,开,关,49°C,50%,48,1分钟,50°C
20141110214149,开,开,关,49°C,50%,50,1分钟,50°C
20141110214151,开,开,关,49°C,50%,48,1分钟,50°C
20141110214153,开,开,关,49°C,50%,50,1分钟,50°C
20141110214155,开,开,关,49°C,50%,47,1分钟,50°C
20141110214159,开,开,关,49°C,50%,48,1分钟,50°C
20141110214201,开,开,关,49°C,50%,50,1分钟,50°C
20141110214209,开,开,关,49°C,50%,48,1分钟,50°C
20141110214211,开,开,关,49°C,50%,50,1分钟,50°C
20141110214213,开,开,关,49°C,50%,48,1分钟,50°C
20141110214219,开,开,关,49°C,50%,50,1分钟,50°C
20141110214221,开,开,关,49°C,50%,41,1分钟,50°C
20141110214223,开,开,关,49°C,50%,40,1分钟,50°C
20141110214228,开,开,关,49°C,50%,31,1分钟,50°C
20141110214229,开,开,关,49°C,50%,32,1分钟,50°C
20141110214231,开,开,关,49°C,50%,31,1分钟,50°C
20141110214234,开,开,关,49°C,50%,32,1分钟,50°C
20141110214240,开,开,关,49°C,50%,31,1分钟,50°C
20141110214306,开,开,关,49°C,50%,32,1分钟,50°C
20141110214310,开,开,关,49°C,50%,31,1分钟,50°C
20141110214312,开,开,关,49°C,50%,32,1分钟,50°C
20141110214316,开,开,关,49°C,50%,31,1分钟,50°C
20141110214322,开,开,关,49°C,50%,32,1分钟,50°C
20141110214324,开,开,关,49°C,50%,31,1分钟,50°C
20141110214326,开,开,关,49°C,50%,32,2分钟,50°C
20141110214328,开,开,关,49°C,50%,31,2分钟,50°C
20141110214330,开,开,关,48°C,50%,31,2分钟,50°C
20141110214332,开,开,关,48°C,50%,32,1分钟,50°C
20141110214334,开,开,关,48°C,50%,31,1分钟,50°C
20141110214342,开,开,关,49°C,50%,32,1分钟,50°C
20141110214346,开,开,关,49°C,50%,32,2分钟,50°C
20141110214354,开,开,关,48°C,50%,32,2分钟,50°C
20141110214358,开,开,关,48°C,50%,31,2分钟,50°C
20141110214400,开,开,关,48°C,50%,32,2分钟,50°C
20141110214402,开,开,关,48°C,50%,31,2分钟,50°C
20141110214408,开,开,关,48°C,50%,32,2分钟,50°C
20141110214410,开,开,关,48°C,50%,31,2分钟,50°C
20141110214412,开,开,关,48°C,50%,32,2分钟,50°C
20141110214415,开,开,关,48°C,50%,31,2分钟,50°C
20141110214417,开,开,关,48°C,50%,32,2分钟,50°C
20141110214418,开,开,关,48°C,50%,31,2分钟,50°C
20141110214421,开,开,关,48°C,50%,32,2分钟,50°C
20141110214423,开,开,关,48°C,50%,21,2分钟,50°C
20141110214447,开,关,开,48°C,50%,0,0分钟,50°C
20141110214505,开,关,开,47°C,50%,0,0分钟,50°C
20141110214511,开,关,开,48°C,50%,0,0分钟,50°C
20141110214551,开,关,开,47°C,50%,0,0分钟,50°C
20141110214553,开,开,关,47°C,50%,33,4分钟,50°C
20141110214604,开,开,关,47°C,50%,31,4分钟,50°C
20141110214605,开,开,关,47°C,50%,32,4分钟,50°C
20141110214608,开,开,关,47°C,50%,31,4分钟,50°C
20141110214614,开,开,关,47°C,50%,31,3分钟,50°C
20141110214616,开,开,关,47°C,50%,32,3分钟,50°C
20141110214624,开,开,关,47°C,50%,31,3分钟,50°C
20141110214626,开,开,关,47°C,50%,32,3分钟,50°C
20141110214628,开,开,关,47°C,50%,31,3分钟,50°C
20141110214636,开,开,关,47°C,50%,32,3分钟,50°C
20141110214642,开,开,关,47°C,50%,31,3分钟,50°C
20141110214648,开,开,关,47°C,50%,32,3分钟,50°C
20141110214650,开,开,关,47°C,50%,31,3分钟,50°C
20141110214656,开,开,关,47°C,50%,32,3分钟,50°C
20141110214702,开,开,关,47°C,50%,31,3分钟,50°C
20141110214704,开,开,关,47°C,50%,31,3分钟,50°C
20141110214708,开,开,关,47°C,50%,32,3分钟,50°C
20141110214714,开,开,关,47°C,50%,32,2分钟,50°C
20141110214718,开,开,关,47°C,50%,31,2分钟,50°C
20141110214720,开,开,关,47°C,50%,32,2分钟,50°C
20141110214722,开,开,关,47°C,50%,31,2分钟,50°C
20141110214728,开,开,关,47°C,50%,32,2分钟,50°C
20141110214736,开,开,关,47°C,50%,27,2分钟,50°C
20141110214738,开,开,关,47°C,50%,28,2分钟,50°C
20141110214744,开,开,关,47°C,50%,27,2分钟,50°C
20141110214746,开,开,关,47°C,50%,27,5分钟,50°C
20141110214749,开,开,关,46°C,50%,26,5分钟,50°C
20141110214751,开,开,关,46°C,50%,27,5分钟,50°C
20141110214753,开,开,关,46°C,50%,27,4分钟,50°C
20141110214757,开,开,关,47°C,50%,27,4分钟,50°C
20141110214759,开,开,关,47°C,50%,27,5分钟,50°C
20141110214801,开,开,关,46°C,50%,26,5分钟,50°C
20141110214805,开,开,关,46°C,50%,27,5分钟,50°C
20141110214807,开,开,关,46°C,50%,26,5分钟,50°C
20141110214813,开,开,关,46°C,50%,27,5分钟,50°C
20141110214815,开,开,关,46°C,50%,26,5分钟,50°C
20141110214825,开,开,关,46°C,50%,27,5分钟,50°C
20141110214827,开,开,关,46°C,50%,26,5分钟,50°C
20141110214837,开,开,关,46°C,50%,27,5分钟,50°C
20141110214839,开,开,关,46°C,50%,26,5分钟,50°C
20141110214851,开,开,关,46°C,50%,27,4分钟,50°C
20141110214853,开,开,关,46°C,50%,26,4分钟,50°C
20141110214857,开,开,关,46°C,50%,27,4分钟,50°C
20141110214859,开,开,关,46°C,50%,26,4分钟,50°C
20141110214903,开,开,关,46°C,50%,27,4分钟,50°C
20141110214905,开,开,关,46°C,50%,27,7分钟,50°C
20141110214909,开,开,关,45°C,50%,27,7分钟,50°C
20141110214911,开,开,关,45°C,50%,27,6分钟,50°C
20141110214913,开,开,关,45°C,50%,26,6分钟,50°C
20141110214915,开,开,关,45°C,50%,27,6分钟,50°C
20141110214917,开,开,关,45°C,50%,26,6分钟,50°C
20141110214926,开,开,关,45°C,50%,27,6分钟,50°C
20141110214927,开,开,关,45°C,50%,26,6分钟,50°C
20141110214950,开,开,关,45°C,50%,27,6分钟,50°C
20141110214952,开,开,关,45°C,50%,26,6分钟,50°C
20141110214954,开,开,关,45°C,50%,27,8分钟,50°C
20141110215024,开,开,关,44°C,50%,27,8分钟,50°C
20141110215028,开,开,关,44°C,50%,27,7分钟,50°C
20141110215030,开,开,关,44°C,25%,27,9分钟,50°C
20141110215042,开,开,关,43°C,25%,27,9分钟,50°C
20141110215044,开,开,关,43°C,25%,28,9分钟,50°C
20141110215046,开,开,关,43°C,25%,26,9分钟,50°C
20141110215048,开,开,关,43°C,25%,27,11分钟,50°C
20141110215108,开,开,关,42°C,25%,27,11分钟,50°C
20141110215117,开,开,关,42°C,25%,0,10分钟,50°C
20141110215119,开,开,关,42°C,25%,0,12分钟,50°C
20141110215135,开,开,关,41°C,25%,0,12分钟,50°C
20141110215137,开,开,关,41°C,25%,0,14分钟,50°C
20141110215147,开,开,关,40°C,25%,0,14分钟,50°C
20141110215153,开,开,关,40°C,25%,0,13分钟,50°C
20141110215155,开,开,关,40°C,25%,0,15分钟,50°C
20141110215226,开,开,关,39°C,25%,0,15分钟,50°C
20141110215227,开,开,关,39°C,25%,0,17分钟,50°C
20141110215247,开,开,关,38°C,25%,0,16分钟,50°C
20141110215249,开,开,关,38°C,25%,0,18分钟,50°C
20141110215314,开,开,关,37°C,25%,0,18分钟,50°C
20141110215414,开,开,关,37°C,25%,0,17分钟,50°C
20141110215501,开,开,关,37°C,25%,0,16分钟,50°C
20141110215503,开,开,关,37°C,25%,0,17分钟,50°C
20141110215527,开,开,关,38°C,25%,0,16分钟,50°C
20141110215529,开,开,关,38°C,25%,12,16分钟,50°C
20141110215537,开,开,关,38°C,25%,22,16分钟,50°C
20141110215549,开,开,关,38°C,25%,28,16分钟,50°C
20141110215551,开,开,关,38°C,25%,27,15分钟,50°C
20141110215611,开,开,关,39°C,25%,27,15分钟,50°C
20141110215613,开,开,关,39°C,25%,28,15分钟,50°C
20141110215615,开,开,关,39°C,25%,25,15分钟,50°C
20141110215619,开,开,关,39°C,25%,26,15分钟,50°C
20141110215625,开,开,关,39°C,25%,25,15分钟,50°C
20141110215629,开,开,关,39°C,25%,26,14分钟,50°C
20141110215631,开,开,关,39°C,25%,25,14分钟,50°C
20141110215634,开,开,关,39°C,25%,27,14分钟,50°C
20141110215648,开,开,关,39°C,25%,28,14分钟,50°C
20141110215650,开,开,关,39°C,25%,27,14分钟,50°C
20141110215652,开,开,关,39°C,25%,27,17分钟,50°C
20141110215654,开,开,关,38°C,25%,28,16分钟,50°C
20141110215656,开,开,关,38°C,25%,27,16分钟,50°C
20141110215658,开,开,关,38°C,25%,28,16分钟,50°C
20141110215700,开,开,关,38°C,25%,25,16分钟,50°C
20141110215702,开,开,关,38°C,25%,23,16分钟,50°C
20141110215704,开,开,关,38°C,25%,25,15分钟,50°C
20141110215712,开,开,关,39°C,25%,25,15分钟,50°C
20141110215714,开,开,关,39°C,25%,23,15分钟,50°C
20141110215716,开,开,关,39°C,25%,26,17分钟,50°C
20141110215724,开,开,关,38°C,25%,25,16分钟,50°C
20141110215726,开,开,关,38°C,25%,23,16分钟,50°C
20141110215728,开,开,关,38°C,25%,25,15分钟,50°C
20141110215730,开,开,关,39°C,25%,23,15分钟,50°C
20141110215732,开,开,关,39°C,25%,26,15分钟,50°C
20141110215734,开,开,关,39°C,25%,25,17分钟,50°C
20141110215736,开,开,关,38°C,25%,23,16分钟,50°C
20141110215742,开,开,关,38°C,25%,25,16分钟,50°C
20141110215744,开,开,关,38°C,25%,23,16分钟,50°C
20141110215746,开,开,关,38°C,25%,25,16分钟,50°C
20141110215748,开,开,关,38°C,25%,23,16分钟,50°C
20141110215754,开,开,关,38°C,25%,25,16分钟,50°C
20141110215756,开,开,关,38°C,25%,23,16分钟,50°C
20141110215800,开,开,关,38°C,25%,25,16分钟,50°C
20141110215802,开,开,关,38°C,25%,23,16分钟,50°C
20141110215806,开,开,关,38°C,25%,25,16分钟,50°C
20141110215808,开,开,关,38°C,25%,23,16分钟,50°C
20141110215810,开,开,关,38°C,25%,25,16分钟,50°C
20141110215815,开,开,关,38°C,25%,22,16分钟,50°C
20141110215817,开,开,关,38°C,25%,23,16分钟,50°C
20141110215833,开,开,关,38°C,25%,25,16分钟,50°C
20141110215835,开,开,关,38°C,25%,26,16分钟,50°C
20141110215843,开,开,关,38°C,25%,26,15分钟,50°C
20141110215845,开,开,关,38°C,25%,25,15分钟,50°C
20141110215851,开,开,关,38°C,25%,26,15分钟,50°C
20141110215857,开,开,关,38°C,25%,25,15分钟,50°C
20141110215905,开,开,关,38°C,25%,26,15分钟,50°C
20141110215909,开,开,关,38°C,25%,25,15分钟,50°C
20141110215911,开,开,关,38°C,25%,26,15分钟,50°C
20141110215915,开,开,关,38°C,25%,25,15分钟,50°C
20141110215917,开,开,关,38°C,25%,26,15分钟,50°C
20141110215919,开,开,关,38°C,25%,25,15分钟,50°C
20141110215931,开,开,关,38°C,25%,26,15分钟,50°C
20141110215935,开,开,关,38°C,25%,25,15分钟,50°C
20141110215941,开,开,关,38°C,25%,25,14分钟,50°C
20141110215943,开,开,关,38°C,25%,23,14分钟,50°C
20141110215945,开,开,关,38°C,25%,25,14分钟,50°C
20141110215947,开,开,关,38°C,25%,23,18分钟,50°C
20141110215951,开,开,关,37°C,25%,23,18分钟,50°C
20141110215953,开,开,关,37°C,25%,23,17分钟,50°C
20141110215958,开,开,关,38°C,25%,25,16分钟,50°C
20141110215959,开,开,关,38°C,25%,23,18分钟,50°C
20141110220008,开,开,关,37°C,25%,25,18分钟,50°C
20141110220012,开,开,关,37°C,25%,23,18分钟,50°C
20141110220014,开,开,关,37°C,25%,25,18分钟,50°C
20141110220024,开,开,关,37°C,25%,23,18分钟,50°C
20141110220026,开,开,关,37°C,25%,23,17分钟,50°C
20141110220034,开,开,关,37°C,25%,25,17分钟,50°C
20141110220036,开,开,关,37°C,25%,23,17分钟,50°C
20141110220038,开,开,关,37°C,25%,26,17分钟,50°C
20141110220042,开,开,关,37°C,25%,23,17分钟,50°C
20141110220046,开,开,关,37°C,25%,25,17分钟,50°C
20141110220124,开,开,关,37°C,25%,0,17分钟,50°C
20141110220217,开,开,关,37°C,25%,0,16分钟,50°C
20141110220219,开,开,关,37°C,25%,0,19分钟,50°C
20141110220223,开,开,关,36°C,25%,0,19分钟,50°C
20141110220225,开,开,关,36°C,25%,0,18分钟,50°C
20141110220235,开,开,关,37°C,25%,0,18分钟,50°C
20141110220237,开,开,关,37°C,25%,0,19分钟,50°C
20141110220305,开,开,关,36°C,25%,0,19分钟,50°C
20141110220307,开,开,关,36°C,25%,0,18分钟,50°C
20141110220311,开,开,关,37°C,25%,0,18分钟,50°C
20141110220313,开,开,关,37°C,25%,0,19分钟,50°C
20141110220323,开,开,关,36°C,25%,0,19分钟,50°C
20141110220326,开,开,关,36°C,25%,0,18分钟,50°C
20141110220329,开,开,关,37°C,25%,0,18分钟,50°C
20141110220332,开,开,关,37°C,25%,0,19分钟,50°C
20141110220336,开,开,关,36°C,25%,0,19分钟,50°C
20141110220338,开,开,关,36°C,25%,0,18分钟,50°C
20141110220402,开,开,关,37°C,25%,0,18分钟,50°C
20141110220502,开,开,关,37°C,25%,0,17分钟,50°C
20141110220525,开,开,关,37°C,25%,0,16分钟,50°C
20141110220527,开,开,关,37°C,25%,0,17分钟,50°C
20141110220607,开,开,关,38°C,25%,0,16分钟,50°C
20141110220609,开,开,关,38°C,25%,0,15分钟,50°C
20141110220710,开,开,关,39°C,25%,0,15分钟,50°C
20141110220720,开,开,关,40°C,25%,0,14分钟,50°C
20141110220802,开,开,关,40°C,25%,0,13分钟,50°C
20141110220804,开,开,关,40°C,25%,0,12分钟,50°C
20141110220849,开,开,关,41°C,25%,0,12分钟,50°C
20141110220859,开,开,关,41°C,25%,0,11分钟,50°C
20141110220957,开,开,关,42°C,25%,0,11分钟,50°C
20141110220959,开,开,关,42°C,25%,0,9分钟,50°C
20141110221040,开,开,关,43°C,25%,0,9分钟,50°C
20141110221042,开,开,关,43°C,25%,0,8分钟,50°C
20141110221114,开,开,关,44°C,25%,0,8分钟,50°C
20141110221142,开,开,关,44°C,25%,0,7分钟,50°C
20141110221146,开,开,关,45°C,25%,0,7分钟,50°C
20141110221216,开,开,关,45°C,25%,0,6分钟,50°C
20141110221219,开,开,关,45°C,25%,0,5分钟,50°C
20141110221259,开,开,关,46°C,25%,0,5分钟,50°C
20141110221335,开,开,关,46°C,25%,0,4分钟,50°C
20141110221345,开,开,关,47°C,25%,0,4分钟,50°C
20141110221442,开,开,关,47°C,25%,0,3分钟,50°C
